"#","sex  ","  age","address  ","pstatus  ","  medu","mjob    ","  fedu","fjob    ","guardian  ","famsize  ","  famrel","reason    ","  traveltime","  studytime","  failures","schoolsup  ","famsup  ","activities  ","paidclass  ","internet  ","  freetime","  walc","  dalc","  health","  absences","  mean"
"1161","F    ","   17","U        ","T        ","     0","services","     3","other   ","other     ","LE3      ","       1","other     ","           3","          2","         3","yes        ","yes     ","no          ","no         ","no        ","         2","     1","     1","       3","        30","    34"
"1162","M    ","   18","R        ","T        ","     2","services","     3","teacher ","other     ","LE3      ","       3","other     ","           3","          2","         2","yes        ","yes     ","no          ","no         ","yes       ","         2","     2","     1","       3","        74","    18"
"1163","F    ","   17","U        ","A        ","     0","other   ","     1","teacher ","other     ","LE3      ","       1","home      ","           2","          3","         1","yes        ","yes     ","yes         ","no         ","yes       ","         4","     1","     4","       2","        53","    89"
"1164","M    ","   19","U        ","T        ","     2","health  ","     3","at_home ","other     ","GT3      ","       3","other     ","           1","          1","         3","no         ","yes     ","no          ","yes        ","yes       ","         3","     1","     2","       2","        12","    30"
"1165","F    ","   16","U        ","T        ","     0","teacher ","     1","at_home ","other     ","GT3      ","       4","course    ","           2","          3","         3","no         ","yes     ","no          ","no         ","yes       ","         2","     3","     3","       4","        18","    83"
"1166","M    ","   19","R        ","A        ","     0","teacher ","     1","teacher ","father    ","LE3      ","       1","home      ","           3","          3","         3","yes        ","yes     ","yes         ","yes        ","no        ","         4","     4","     3","       3","        66","    90"
"1167","F    ","   21","R        ","T        ","     2","other   ","     0","health  ","other     ","GT3      ","       4","home      ","           3","          3","         2","yes        ","no      ","no          ","no         ","yes       ","         2","     1","     1","       4","        61","    27"
"1168","F    ","   16","R        ","T        ","     1","health  ","     3","services","father    ","LE3      ","       1","other     ","           2","          2","         1","no         ","yes     ","no          ","no         ","no        ","         1","     1","     1","       1","        54","    40"
"1169","M    ","   20","U        ","A        ","     3","teacher ","     2","other   ","father    ","GT3      ","       1","reputation","           3","          1","         2","no         ","yes     ","yes         ","yes        ","yes       ","         2","     2","     2","       3","        36","    26"
"1170","M    ","   17","U        ","A        ","     0","teacher ","     0","services","other     ","GT3      ","       4","reputation","           1","          1","         2","no         ","yes     ","yes         ","no         ","no        ","         4","     1","     2","       2","        10","    53"
"1171","F    ","   16","R        ","T        ","     3","teacher ","     2","other   ","father    ","LE3      ","       2","course    ","           1","          1","         1","yes        ","no      ","yes         ","no         ","yes       ","         4","     4","     4","       4","         2","    55"
"1172","F    ","   21","U        ","A        ","     1","teacher ","     3","at_home ","other     ","LE3      ","       2","course    ","           2","          2","         1","no         ","no      ","no          ","no         ","yes       ","         4","     4","     3","       3","        46","    71"
"1173","M    ","   16","U        ","A        ","     2","services","     0","health  ","mother    ","GT3      ","       1","home      ","           2","          1","         1","no         ","no      ","no          ","no         ","no        ","         2","     1","     4","       1","        16","    66"
"1174","M    ","   18","U        ","T        ","     3","at_home ","     3","health  ","other     ","LE3      ","       2","other     ","           1","          3","         3","yes        ","no      ","no          ","no         ","no        ","         2","     2","     3","       2","        11","     5"
"1175","F    ","   16","U        ","T        ","     1","services","     3","services","father    ","LE3      ","       3","reputation","           2","          1","         2","no         ","yes     ","no          ","no         ","yes       ","         2","     1","     2","       3","        67","    37"
"1176","M    ","   19","U        ","T        ","     1","other   ","     1","services","other     ","GT3      ","       2","reputation","           3","          1","         1","yes        ","yes     ","no          ","yes        ","no        ","         1","     3","     3","       3","        49","    15"
"1177","F    ","   21","U        ","T        ","     2","other   ","     3","other   ","father    ","LE3      ","       4","course    ","           1","          1","         2","no         ","yes     ","no          ","no         ","no        ","         4","     4","     1","       2","        38","    73"
"1178","F    ","   20","R        ","T        ","     0","teacher ","     1","services","mother    ","LE3      ","       1","reputation","           3","          1","         3","yes        ","no      ","no          ","yes        ","yes       ","         1","     2","     2","       4","        12","    72"
"1179","F    ","   19","R        ","A        ","     3","at_home ","     2","at_home ","mother    ","LE3      ","       3","home      ","           2","          1","         1","no         ","no      ","no          ","no         ","no        ","         2","     2","     3","       4","        35","    51"
"1180","M    ","   19","U        ","T        ","     1","services","     0","at_home ","other     ","LE3      ","       4","course    ","           2","          1","         1","no         ","no      ","yes         ","no         ","yes       ","         4","     3","     1","       2","        88","    89"
"1181","F    ","   18","U        ","A        ","     3","at_home ","     2","teacher ","father    ","GT3      ","       3","home      ","           2","          1","         3","yes        ","no      ","yes         ","no         ","yes       ","         1","     2","     1","       2","        15","    53"
"1182","M    ","   20","U        ","T        ","     0","at_home ","     3","other   ","mother    ","GT3      ","       1","home      ","           3","          1","         3","yes        ","yes     ","no          ","yes        ","no        ","         2","     4","     3","       1","        90","    84"
"1183","M    ","   15","R        ","A        ","     2","other   ","     1","services","father    ","GT3      ","       4","home      ","           3","          1","         1","yes        ","yes     ","yes         ","no         ","no        ","         3","     3","     1","       4","        66","    25"
"1184","M    ","   15","U        ","A        ","     3","services","     3","teacher ","father    ","GT3      ","       4","home      ","           1","          2","         1","yes        ","yes     ","yes         ","no         ","no        ","         3","     1","     1","       1","        51","     5"
"1185","M    ","   15","U        ","A        ","     3","teacher ","     2","services","father    ","GT3      ","       4","course    ","           3","          1","         3","yes        ","no      ","no          ","no         ","yes       ","         1","     2","     3","       1","        68","    60"
"1186","M    ","   15","U        ","T        ","     1","teacher ","     3","other   ","mother    ","GT3      ","       3","other     ","           1","          3","         1","yes        ","yes     ","no          ","no         ","no        ","         1","     4","     3","       4","        88","    27"
"1187","F    ","   16","U        ","A        ","     0","teacher ","     3","other   ","mother    ","GT3      ","       1","reputation","           1","          3","         3","no         ","no      ","no          ","no         ","no        ","         3","     2","     2","       3","        42","    53"
"1188","F    ","   18","U        ","T        ","     3","other   ","     3","other   ","father    ","GT3      ","       3","home      ","           1","          3","         1","no         ","no      ","yes         ","yes        ","yes       ","         4","     1","     1","       1","        43","     7"
"1189","F    ","   17","U        ","T        ","     1","at_home ","     0","services","mother    ","LE3      ","       4","home      ","           3","          2","         2","yes        ","no      ","yes         ","yes        ","no        ","         1","     3","     1","       2","         0","    79"
"1190","M    ","   18","U        ","A        ","     1","services","     2","health  ","mother    ","LE3      ","       3","reputation","           3","          2","         1","no         ","yes     ","yes         ","no         ","no        ","         4","     2","     4","       4","        92","    33"
"1191","M    ","   17","R        ","T        ","     2","teacher ","     0","services","other     ","GT3      ","       3","home      ","           2","          2","         3","no         ","yes     ","no          ","yes        ","no        ","         3","     1","     2","       4","        64","    48"
"1192","M    ","   21","U        ","A        ","     3","teacher ","     3","other   ","father    ","LE3      ","       3","other     ","           3","          3","         3","no         ","yes     ","no          ","no         ","no        ","         3","     4","     4","       3","        73","     5"
"1193","F    ","   18","R        ","T        ","     3","services","     0","health  ","father    ","GT3      ","       3","other     ","           2","          1","         2","yes        ","yes     ","no          ","no         ","no        ","         1","     2","     3","       4","        86","    29"
"1194","M    ","   18","R        ","T        ","     1","teacher ","     3","at_home ","other     ","LE3      ","       1","home      ","           1","          1","         1","yes        ","no      ","no          ","no         ","no        ","         4","     3","     2","       1","        22","    41"
"1195","F    ","   16","R        ","T        ","     0","other   ","     0","services","mother    ","LE3      ","       2","reputation","           1","          3","         3","yes        ","no      ","yes         ","yes        ","no        ","         2","     3","     3","       1","        91","    40"
"1196","M    ","   17","R        ","T        ","     3","services","     0","at_home ","other     ","GT3      ","       1","home      ","           1","          2","         2","no         ","yes     ","no          ","yes        ","no        ","         2","     3","     4","       4","        61","    65"
"1197","F    ","   18","R        ","A        ","     1","services","     2","services","other     ","GT3      ","       4","reputation","           2","          2","         2","yes        ","no      ","no          ","no         ","no        ","         4","     3","     1","       4","        15","    65"
"1198","F    ","   17","U        ","A        ","     3","teacher ","     2","at_home ","mother    ","GT3      ","       4","reputation","           3","          1","         1","no         ","yes     ","yes         ","no         ","yes       ","         3","     3","     2","       3","         6","    85"
"1199","F    ","   21","U        ","A        ","     2","other   ","     0","at_home ","other     ","LE3      ","       3","home      ","           3","          3","         3","no         ","yes     ","no          ","yes        ","no        ","         3","     2","     3","       4","        49","    39"
"1200","M    ","   18","R        ","T        ","     2","health  ","     2","teacher ","father    ","GT3      ","       3","home      ","           2","          2","         2","yes        ","yes     ","no          ","yes        ","no        ","         1","     2","     4","       2","        27","    59"
"1201","M    ","   18","U        ","A        ","     3","other   ","     3","health  ","other     ","LE3      ","       2","reputation","           1","          3","         1","no         ","no      ","no          ","no         ","no        ","         3","     2","     1","       2","        42","    15"
"1202","F    ","   19","U        ","A        ","     0","health  ","     2","other   ","other     ","GT3      ","       2","course    ","           1","          2","         2","no         ","yes     ","no          ","yes        ","yes       ","         3","     1","     2","       1","        38","    39"
"1203","F    ","   15","R        ","T        ","     0","other   ","     0","services","other     ","LE3      ","       1","other     ","           2","          2","         2","yes        ","yes     ","no          ","no         ","no        ","         1","     2","     1","       2","         2","     0"
"1204","F    ","   21","R        ","A        ","     1","other   ","     2","services","other     ","GT3      ","       3","other     ","           1","          3","         3","no         ","yes     ","no          ","no         ","yes       ","         2","     2","     2","       2","        28","    10"
"1205","M    ","   18","U        ","A        ","     3","other   ","     1","other   ","mother    ","LE3      ","       3","home      ","           2","          1","         1","yes        ","no      ","yes         ","yes        ","yes       ","         1","     3","     2","       1","        69","    18"
"1206","F    ","   17","R        ","A        ","     3","health  ","     0","teacher ","other     ","LE3      ","       3","other     ","           3","          2","         2","no         ","yes     ","yes         ","yes        ","yes       ","         2","     3","     4","       4","        84","    13"
"1207","M    ","   15","R        ","A        ","     0","at_home ","     0","services","mother    ","LE3      ","       4","other     ","           1","          2","         2","no         ","yes     ","no          ","no         ","yes       ","         2","     4","     4","       2","        16","    60"
"1208","F    ","   17","R        ","T        ","     1","health  ","     0","services","other     ","GT3      ","       1","home      ","           2","          1","         3","yes        ","yes     ","no          ","no         ","yes       ","         1","     1","     4","       4","        26","    15"
"1209","M    ","   18","U        ","T        ","     1","other   ","     1","other   ","mother    ","GT3      ","       4","home      ","           2","          2","         1","no         ","no      ","yes         ","yes        ","no        ","         2","     2","     1","       3","        68","    71"
"1210","M    ","   19","U        ","T        ","     2","at_home ","     2","teacher ","other     ","LE3      ","       4","reputation","           1","          1","         2","yes        ","no      ","yes         ","no         ","no        ","         2","     2","     2","       1","        74","    30"
"1211","M    ","   21","U        ","A        ","     2","health  ","     2","at_home ","father    ","GT3      ","       3","other     ","           3","          3","         3","no         ","yes     ","no          ","yes        ","yes       ","         3","     4","     2","       3","         7","    50"
"1212","F    ","   21","U        ","T        ","     3","other   ","     2","at_home ","mother    ","GT3      ","       1","home      ","           3","          2","         1","yes        ","yes     ","yes         ","no         ","no        ","         2","     4","     3","       2","        52","    39"
"1213","M    ","   16","U        ","A        ","     2","at_home ","     2","teacher ","father    ","GT3      ","       3","home      ","           1","          1","         3","no         ","yes     ","yes         ","no         ","no        ","         3","     3","     2","       2","        74","    79"
"1214","F    ","   20","U        ","A        ","     3","teacher ","     2","health  ","other     ","GT3      ","       3","other     ","           3","          1","         2","no         ","yes     ","yes         ","yes        ","no        ","         3","     1","     3","       3","         8","    26"
"1215","M    ","   20","U        ","A        ","     3","health  ","     0","teacher ","father    ","LE3      ","       4","course    ","           1","          3","         2","no         ","no      ","no          ","no         ","yes       ","         2","     2","     2","       3","         8","    15"
"1216","F    ","   20","U        ","T        ","     1","services","     2","at_home ","other     ","LE3      ","       3","home      ","           3","          1","         2","yes        ","yes     ","no          ","no         ","yes       ","         1","     1","     3","       4","        90","    74"
"1217","F    ","   16","R        ","A        ","     1","services","     3","other   ","other     ","LE3      ","       3","reputation","           2","          2","         1","no         ","no      ","yes         ","no         ","yes       ","         4","     3","     1","       2","        73","    14"
"1218","M    ","   21","R        ","A        ","     1","at_home ","     0","health  ","father    ","LE3      ","       4","home      ","           2","          1","         1","yes        ","no      ","yes         ","yes        ","yes       ","         2","     1","     1","       2","        13","    41"
"1219","M    ","   18","R        ","A        ","     3","at_home ","     2","teacher ","father    ","LE3      ","       3","course    ","           2","          1","         3","yes        ","no      ","no          ","yes        ","yes       ","         3","     1","     3","       2","         5","    58"
"1220","F    ","   20","R        ","A        ","     1","teacher ","     1","teacher ","father    ","LE3      ","       3","reputation","           2","          3","         1","no         ","yes     ","no          ","no         ","no        ","         4","     2","     4","       4","        83","     3"
"1221","M    ","   15","R        ","T        ","     2","teacher ","     0","services","other     ","GT3      ","       1","reputation","           2","          3","         2","no         ","yes     ","yes         ","yes        ","no        ","         4","     3","     4","       2","        31","    23"
"1222","F    ","   17","R        ","A        ","     3","at_home ","     2","other   ","other     ","LE3      ","       4","other     ","           3","          1","         1","no         ","yes     ","no          ","yes        ","no        ","         2","     1","     2","       4","        74","    11"
"1223","M    ","   16","R        ","T        ","     1","teacher ","     1","teacher ","mother    ","LE3      ","       2","home      ","           1","          3","         3","no         ","yes     ","no          ","yes        ","no        ","         1","     1","     2","       3","        44","    13"
"1224","M    ","   21","U        ","A        ","     2","other   ","     0","health  ","mother    ","LE3      ","       4","reputation","           1","          3","         1","no         ","yes     ","yes         ","yes        ","yes       ","         1","     1","     1","       2","        20","    75"
"1225","F    ","   21","R        ","T        ","     3","other   ","     0","other   ","mother    ","LE3      ","       1","home      ","           2","          3","         1","yes        ","yes     ","no          ","no         ","no        ","         1","     2","     2","       3","        79","    41"
"1226","M    ","   16","U        ","A        ","     0","services","     2","other   ","other     ","GT3      ","       2","course    ","           3","          1","         2","yes        ","yes     ","yes         ","yes        ","yes       ","         4","     3","     4","       1","        65","    37"
"1227","F    ","   17","U        ","T        ","     2","services","     3","teacher ","other     ","GT3      ","       4","reputation","           3","          3","         2","yes        ","no      ","no          ","yes        ","yes       ","         4","     1","     2","       1","        14","    97"
"1228","M    ","   16","U        ","A        ","     0","at_home ","     3","health  ","mother    ","LE3      ","       1","reputation","           1","          1","         2","yes        ","yes     ","no          ","no         ","yes       ","         4","     4","     1","       3","        35","    35"
"1229","F    ","   15","R        ","A        ","     3","at_home ","     1","services","father    ","GT3      ","       4","reputation","           1","          2","         2","no         ","no      ","yes         ","yes        ","yes       ","         2","     1","     2","       3","        23","    69"
"1230","F    ","   21","U        ","T        ","     1","at_home ","     3","at_home ","father    ","LE3      ","       2","home      ","           1","          2","         1","yes        ","yes     ","yes         ","yes        ","no        ","         1","     4","     4","       1","        14","    33"
"1231","F    ","   17","R        ","T        ","     1","teacher ","     1","other   ","other     ","LE3      ","       2","home      ","           2","          1","         3","yes        ","yes     ","yes         ","yes        ","no        ","         3","     3","     3","       2","         4","     3"
"1232","M    ","   17","U        ","A        ","     3","at_home ","     0","services","other     ","LE3      ","       1","reputation","           3","          2","         2","yes        ","yes     ","yes         ","yes        ","yes       ","         4","     1","     1","       4","        77","    66"
"1233","F    ","   15","R        ","T        ","     2","teacher ","     0","other   ","father    ","LE3      ","       4","home      ","           3","          1","         1","no         ","no      ","yes         ","no         ","yes       ","         3","     1","     1","       2","        51","    20"
"1234","F    ","   19","R        ","A        ","     2","services","     2","other   ","other     ","LE3      ","       1","course    ","           3","          1","         1","yes        ","no      ","no          ","no         ","no        ","         1","     3","     1","       2","        70","    54"
"1235","F    ","   16","U        ","A        ","     1","services","     3","services","other     ","LE3      ","       2","home      ","           1","          3","         2","no         ","no      ","no          ","no         ","no        ","         2","     2","     2","       3","        17","     3"
"1236","F    ","   20","U        ","T        ","     2","health  ","     0","services","other     ","GT3      ","       2","home      ","           2","          3","         2","no         ","no      ","no          ","yes        ","yes       ","         1","     2","     4","       4","        88","     5"
"1237","M    ","   15","U        ","A        ","     0","at_home ","     1","other   ","mother    ","GT3      ","       2","course    ","           2","          2","         1","yes        ","no      ","yes         ","yes        ","no        ","         4","     2","     1","       3","        41","    39"
"1238","F    ","   20","R        ","A        ","     1","health  ","     1","services","other     ","LE3      ","       4","other     ","           3","          1","         1","no         ","no      ","no          ","yes        ","yes       ","         4","     2","     3","       2","        18","    11"
"1239","F    ","   15","U        ","A        ","     1","services","     2","teacher ","mother    ","LE3      ","       1","home      ","           1","          2","         2","yes        ","no      ","no          ","no         ","yes       ","         1","     4","     2","       1","        16","    24"
"1240","M    ","   17","R        ","T        ","     3","health  ","     1","services","other     ","GT3      ","       3","other     ","           1","          1","         1","no         ","no      ","no          ","no         ","yes       ","         2","     2","     4","       3","         3","    35"
"1241","F    ","   17","R        ","T        ","     0","services","     2","at_home ","father    ","GT3      ","       1","home      ","           2","          2","         1","no         ","yes     ","no          ","no         ","no        ","         1","     2","     2","       4","        37","    81"
"1242","F    ","   21","R        ","A        ","     2","other   ","     1","at_home ","other     ","LE3      ","       1","reputation","           1","          3","         1","yes        ","yes     ","yes         ","yes        ","no        ","         2","     3","     1","       1","        52","    10"
"1243","M    ","   20","R        ","T        ","     1","teacher ","     2","at_home ","mother    ","LE3      ","       1","home      ","           2","          3","         2","no         ","yes     ","yes         ","no         ","yes       ","         3","     1","     4","       3","        75","    42"
"1244","M    ","   20","U        ","T        ","     1","teacher ","     0","health  ","mother    ","GT3      ","       2","reputation","           3","          1","         2","no         ","yes     ","no          ","yes        ","no        ","         3","     3","     4","       3","        83","    75"
"1245","M    ","   18","U        ","A        ","     3","health  ","     3","teacher ","mother    ","GT3      ","       2","other     ","           2","          1","         3","no         ","no      ","no          ","yes        ","yes       ","         4","     1","     2","       1","        54","    58"
"1246","M    ","   20","R        ","T        ","     2","at_home ","     3","other   ","father    ","LE3      ","       3","reputation","           1","          1","         1","no         ","yes     ","yes         ","yes        ","yes       ","         1","     1","     2","       1","        29","     7"
"1247","M    ","   18","R        ","T        ","     1","services","     3","other   ","other     ","LE3      ","       1","other     ","           2","          3","         1","yes        ","yes     ","yes         ","yes        ","no        ","         3","     3","     2","       1","        13","    67"
"1248","M    ","   17","U        ","T        ","     1","other   ","     1","other   ","other     ","GT3      ","       4","other     ","           3","          2","         1","no         ","yes     ","no          ","no         ","no        ","         4","     2","     4","       4","         7","    68"
"1249","F    ","   21","U        ","T        ","     3","health  ","     3","services","other     ","LE3      ","       4","other     ","           1","          3","         1","yes        ","no      ","yes         ","yes        ","no        ","         3","     3","     1","       2","         4","    45"
"1250","M    ","   21","R        ","A        ","     3","at_home ","     3","at_home ","mother    ","LE3      ","       3","other     ","           3","          3","         1","no         ","yes     ","yes         ","no         ","no        ","         3","     1","     3","       3","         8","    45"
"1251","F    ","   20","R        ","A        ","     2","at_home ","     1","services","father    ","LE3      ","       1","course    ","           1","          1","         2","yes        ","yes     ","yes         ","yes        ","no        ","         2","     1","     4","       1","        92","    10"
"1252","M    ","   19","U        ","T        ","     0","services","     2","services","mother    ","LE3      ","       3","course    ","           3","          3","         3","yes        ","no      ","yes         ","yes        ","no        ","         2","     2","     3","       2","        78","    11"
"1253","F    ","   20","U        ","T        ","     0","services","     3","services","mother    ","LE3      ","       2","other     ","           1","          2","         1","no         ","no      ","no          ","yes        ","yes       ","         4","     2","     1","       2","        17","    88"
"1254","M    ","   19","R        ","A        ","     0","services","     3","at_home ","other     ","LE3      ","       3","reputation","           3","          1","         1","no         ","yes     ","no          ","no         ","yes       ","         2","     1","     1","       3","         1","    58"
"1255","M    ","   20","R        ","T        ","     0","services","     3","teacher ","father    ","LE3      ","       3","reputation","           2","          2","         1","no         ","no      ","no          ","no         ","yes       ","         4","     2","     1","       2","        76","    12"
"1256","F    ","   18","R        ","T        ","     2","at_home ","     3","services","mother    ","LE3      ","       1","reputation","           3","          2","         1","yes        ","no      ","no          ","yes        ","no        ","         4","     2","     4","       4","        62","    39"
"1257","M    ","   18","R        ","A        ","     0","teacher ","     1","services","mother    ","LE3      ","       2","course    ","           3","          3","         1","no         ","yes     ","yes         ","no         ","no        ","         3","     1","     4","       1","        30","    69"
"1258","M    ","   15","U        ","A        ","     0","teacher ","     3","other   ","other     ","LE3      ","       3","course    ","           3","          2","         2","yes        ","no      ","no          ","yes        ","yes       ","         1","     2","     1","       3","        83","    31"
"1259","M    ","   19","U        ","A        ","     2","teacher ","     1","teacher ","mother    ","GT3      ","       1","course    ","           2","          2","         1","yes        ","yes     ","yes         ","yes        ","no        ","         3","     4","     4","       3","        43","    62"
"1260","M    ","   15","U        ","A        ","     1","services","     2","health  ","mother    ","LE3      ","       1","home      ","           1","          3","         3","no         ","no      ","yes         ","no         ","no        ","         1","     3","     4","       1","         7","    92"
"1261","F    ","   15","R        ","A        ","     1","teacher ","     3","other   ","other     ","GT3      ","       3","home      ","           3","          3","         2","yes        ","yes     ","yes         ","no         ","no        ","         4","     2","     1","       4","        52","    56"
"1262","M    ","   16","U        ","T        ","     1","at_home ","     0","at_home ","other     ","GT3      ","       1","home      ","           1","          1","         3","no         ","no      ","no          ","yes        ","yes       ","         1","     2","     1","       2","        85","     9"
"1263","F    ","   21","R        ","T        ","     3","health  ","     0","at_home ","mother    ","LE3      ","       1","home      ","           3","          3","         1","no         ","no      ","no          ","no         ","yes       ","         3","     3","     2","       4","        56","    85"
"1264","M    ","   18","U        ","A        ","     0","other   ","     3","other   ","father    ","GT3      ","       1","other     ","           1","          2","         1","yes        ","yes     ","no          ","yes        ","yes       ","         1","     3","     2","       2","        24","    55"
"1265","F    ","   19","R        ","T        ","     0","teacher ","     3","teacher ","other     ","LE3      ","       3","reputation","           3","          3","         2","no         ","yes     ","no          ","yes        ","yes       ","         4","     3","     4","       2","         4","     6"
"1266","F    ","   17","U        ","A        ","     2","health  ","     2","at_home ","mother    ","GT3      ","       2","other     ","           1","          1","         2","no         ","no      ","no          ","no         ","yes       ","         4","     3","     1","       2","        49","    83"
"1267","F    ","   18","U        ","T        ","     0","services","     2","services","father    ","LE3      ","       3","home      ","           1","          3","         2","yes        ","yes     ","yes         ","yes        ","no        ","         4","     1","     2","       4","        43","    83"
"1268","M    ","   17","U        ","T        ","     3","teacher ","     3","teacher ","father    ","LE3      ","       4","home      ","           1","          2","         2","yes        ","no      ","no          ","no         ","yes       ","         3","     3","     2","       4","        55","    70"
"1269","M    ","   20","R        ","T        ","     3","at_home ","     1","services","father    ","GT3      ","       3","home      ","           2","          3","         2","no         ","yes     ","yes         ","no         ","yes       ","         3","     3","     2","       3","        55","    70"
"1270","F    ","   19","U        ","A        ","     0","other   ","     3","health  ","mother    ","GT3      ","       1","course    ","           3","          3","         1","no         ","no      ","no          ","yes        ","no        ","         1","     3","     2","       4","         4","    70"
"1271","F    ","   17","R        ","A        ","     2","other   ","     2","teacher ","mother    ","LE3      ","       4","course    ","           1","          1","         3","no         ","yes     ","yes         ","no         ","no        ","         2","     3","     1","       1","        64","    69"
"1272","M    ","   15","U        ","T        ","     0","services","     3","health  ","father    ","LE3      ","       3","home      ","           1","          1","         2","no         ","no      ","yes         ","no         ","yes       ","         1","     3","     2","       3","         5","    32"
"1273","F    ","   17","R        ","A        ","     0","teacher ","     2","services","other     ","GT3      ","       1","home      ","           1","          3","         3","no         ","no      ","yes         ","no         ","yes       ","         3","     3","     1","       2","         0","    64"
"1274","F    ","   21","U        ","T        ","     0","services","     0","health  ","other     ","GT3      ","       4","reputation","           3","          2","         1","no         ","no      ","yes         ","no         ","no        ","         3","     1","     2","       4","        50","     6"
"1275","M    ","   18","R        ","A        ","     0","at_home ","     2","services","father    ","LE3      ","       2","other     ","           2","          2","         1","yes        ","yes     ","yes         ","yes        ","no        ","         2","     1","     4","       4","         0","    13"
"1276","F    ","   21","U        ","T        ","     3","other   ","     0","health  ","father    ","LE3      ","       4","other     ","           3","          1","         1","yes        ","no      ","no          ","yes        ","yes       ","         2","     2","     2","       4","        58","    40"
"1277","M    ","   20","R        ","T        ","     0","health  ","     3","health  ","other     ","LE3      ","       4","reputation","           1","          2","         2","yes        ","no      ","yes         ","no         ","no        ","         1","     2","     3","       4","        81","    83"
"1278","F    ","   17","U        ","A        ","     1","other   ","     3","at_home ","father    ","LE3      ","       2","other     ","           2","          2","         2","no         ","no      ","yes         ","no         ","no        ","         3","     3","     1","       4","        30","    54"
"1279","F    ","   18","U        ","T        ","     1","at_home ","     1","services","father    ","LE3      ","       4","course    ","           3","          3","         3","no         ","no      ","no          ","yes        ","yes       ","         4","     3","     2","       3","         4","    30"
"1280","M    ","   18","U        ","T        ","     2","teacher ","     1","services","other     ","GT3      ","       4","reputation","           1","          3","         3","yes        ","yes     ","yes         ","yes        ","yes       ","         4","     3","     3","       3","        58","    54"
"1281","M    ","   21","U        ","T        ","     2","teacher ","     3","health  ","mother    ","LE3      ","       1","reputation","           3","          1","         3","no         ","no      ","yes         ","no         ","yes       ","         2","     4","     4","       1","        85","    94"
"1282","F    ","   21","U        ","A        ","     3","teacher ","     0","services","other     ","LE3      ","       2","reputation","           2","          1","         2","yes        ","no      ","yes         ","no         ","yes       ","         3","     1","     2","       4","        67","    66"
"1283","F    ","   21","U        ","A        ","     0","at_home ","     2","services","father    ","GT3      ","       2","home      ","           3","          2","         3","no         ","yes     ","no          ","no         ","yes       ","         2","     2","     3","       2","         4","    18"
"1284","F    ","   19","U        ","A        ","     2","services","     1","at_home ","other     ","LE3      ","       2","home      ","           1","          1","         2","yes        ","yes     ","yes         ","yes        ","no        ","         1","     4","     2","       4","        54","    52"
"1285","F    ","   20","U        ","A        ","     3","services","     1","teacher ","other     ","GT3      ","       2","home      ","           3","          3","         2","yes        ","no      ","no          ","yes        ","yes       ","         3","     4","     4","       2","        44","    89"
"1286","F    ","   16","U        ","T        ","     2","at_home ","     3","services","mother    ","GT3      ","       2","other     ","           2","          3","         1","no         ","no      ","no          ","no         ","yes       ","         1","     2","     1","       2","        54","     6"
"1287","M    ","   21","R        ","A        ","     1","other   ","     2","services","mother    ","LE3      ","       1","reputation","           2","          3","         1","no         ","no      ","yes         ","yes        ","no        ","         2","     3","     3","       1","        55","    53"
"1288","M    ","   16","U        ","T        ","     1","services","     2","teacher ","father    ","GT3      ","       3","home      ","           3","          3","         2","yes        ","no      ","no          ","yes        ","no        ","         1","     1","     2","       3","        41","    13"
"1289","M    ","   21","R        ","T        ","     3","services","     1","at_home ","father    ","GT3      ","       4","course    ","           1","          2","         2","no         ","yes     ","yes         ","no         ","yes       ","         4","     4","     1","       2","        89","    56"
"1290","M    ","   17","U        ","T        ","     3","at_home ","     3","services","other     ","GT3      ","       1","reputation","           1","          2","         2","yes        ","no      ","no          ","no         ","yes       ","         2","     1","     2","       4","        87","    69"
"1291","M    ","   16","U        ","A        ","     0","teacher ","     2","health  ","mother    ","LE3      ","       3","other     ","           2","          3","         1","no         ","yes     ","no          ","no         ","no        ","         3","     3","     4","       4","        43","    99"
"1292","F    ","   15","U        ","A        ","     1","services","     2","teacher ","mother    ","GT3      ","       2","home      ","           2","          2","         3","yes        ","no      ","yes         ","yes        ","yes       ","         2","     2","     4","       2","         2","    24"
"1293","F    ","   16","R        ","A        ","     2","other   ","     0","health  ","mother    ","GT3      ","       4","other     ","           1","          1","         2","yes        ","no      ","no          ","no         ","yes       ","         2","     3","     4","       1","        72","    49"
"1294","F    ","   21","U        ","T        ","     0","health  ","     0","services","father    ","GT3      ","       1","home      ","           1","          2","         2","no         ","no      ","yes         ","no         ","no        ","         4","     2","     3","       3","        50","    90"
"1295","M    ","   19","U        ","A        ","     3","other   ","     2","services","other     ","GT3      ","       2","reputation","           3","          2","         3","yes        ","yes     ","no          ","no         ","yes       ","         4","     2","     1","       2","        31","     7"
"1296","M    ","   19","U        ","A        ","     0","at_home ","     0","other   ","other     ","GT3      ","       3","course    ","           3","          3","         3","no         ","no      ","no          ","no         ","yes       ","         4","     3","     2","       3","        80","    42"
"1297","M    ","   15","R        ","T        ","     2","at_home ","     3","services","father    ","GT3      ","       1","reputation","           3","          1","         3","no         ","yes     ","yes         ","no         ","no        ","         4","     1","     1","       1","        60","     4"
"1298","M    ","   19","U        ","T        ","     3","services","     2","health  ","father    ","GT3      ","       3","other     ","           1","          2","         3","no         ","yes     ","yes         ","yes        ","no        ","         3","     1","     3","       2","        55","     5"
